case_mass_success,mean_mass,p10_mass,mean_size,median_size,p90_size,top1_coverage,minority_fraction,empty,rep,model,method
0.9179487179487179,0.9786683092035172,0.9295566502463055,54.59487179487179,47.0,101.60000000000002,0.9880341880341881,0.958555800013341,0.0,0,0,global
0.6256410256410256,0.8690428705420198,0.6069020866773677,10.162393162393162,10.0,17.0,0.9179487179487179,0.7870778838213627,0.0,0,0,top1_cp
0.7589743589743589,0.9215676527905011,0.75,16.864957264957265,15.0,30.0,0.9504273504273504,0.8678509489385423,0.0,0,0,mccp10
0.9282051282051282,0.9793232858529711,0.9490721649484537,58.30769230769231,40.0,110.0,0.9863247863247864,0.9620075216545652,0.0,0,0,pacs_mondrian_q0.65
0.9316239316239316,0.9808329906738061,0.9473684210526315,64.4,66.0,107.60000000000002,0.9897435897435898,0.9627228993009798,0.0,0,0,pacs_mondrian_q0.75
0.9282051282051282,0.98055933562009,0.9473684210526315,59.406837606837605,71.0,86.0,0.9880341880341881,0.9638386053455429,0.0,0,0,pacs_mondrian_q0.85
0.8888888888888888,0.9675680024227343,0.8876310272536687,45.84102564102564,40.0,87.0,0.9811965811965812,0.9471384784759426,0.0,0,1,global
0.5128205128205128,0.8168683196021048,0.5,8.035897435897436,7.0,14.0,0.8837606837606837,0.7111302077860753,0.0,0,1,top1_cp
0.6547008547008547,0.8811945231903947,0.6479755538579068,13.28888888888889,12.0,24.0,0.9247863247863248,0.8166081994617121,0.0,0,1,mccp10
0.8871794871794871,0.9684698603625151,0.8876310272536687,45.687179487179485,46.0,77.60000000000002,0.9829059829059829,0.945696282428894,0.0,0,1,pacs_mondrian_q0.65
0.8923076923076924,0.9690280461600512,0.8928571428571429,48.17777777777778,47.0,81.0,0.9811965811965812,0.9484364024794368,0.0,0,1,pacs_mondrian_q0.75
0.8923076923076924,0.9673917254983387,0.8928571428571428,51.38290598290598,48.0,93.0,0.9811965811965812,0.9475944998426623,0.0,0,1,pacs_mondrian_q0.85
0.8358974358974359,0.9539728880575156,0.8557603686635944,40.46666666666667,38.0,73.0,0.9777777777777777,0.9159391885871883,0.0,0,2,global
0.5965811965811966,0.858383287054366,0.6086124401913876,11.900854700854701,11.0,20.0,0.9264957264957265,0.7565427023846196,0.0,0,2,top1_cp
0.7008547008547008,0.9008083274634836,0.7058823529411764,18.174358974358974,17.0,32.0,0.9487179487179487,0.8280846126749637,0.0,0,2,mccp10
0.8683760683760684,0.9593628173061175,0.875,48.82905982905983,59.0,73.0,0.976068376068376,0.9318470578137201,0.0,0,2,pacs_mondrian_q0.65
0.8683760683760684,0.9594734734257014,0.875,46.03076923076923,48.0,73.0,0.9777777777777777,0.9313939068274928,0.0,0,2,pacs_mondrian_q0.75
0.864957264957265,0.9585082966005847,0.875,46.48888888888889,47.0,77.60000000000002,0.976068376068376,0.9279885353391811,0.0,0,2,pacs_mondrian_q0.85
0.8888888888888888,0.9652608199600029,0.8888888888888888,51.126495726495726,47.0,97.0,0.9811965811965812,0.9409521104660552,0.0,0,3,global
0.5846153846153846,0.8391311378981292,0.5,10.451282051282051,10.0,18.0,0.8871794871794871,0.7635178442347904,0.0,0,3,top1_cp
0.717948717948718,0.8998592154551842,0.6782227784730915,17.33162393162393,16.0,30.600000000000023,0.935042735042735,0.8453310358898715,0.0,0,3,mccp10
0.8957264957264958,0.9685889032762631,0.8904761904761905,54.84102564102564,58.0,83.0,0.9794871794871794,0.9515144513443444,0.0,0,3,pacs_mondrian_q0.65
0.9008547008547009,0.9692648742978757,0.8999999999999999,56.18632478632479,59.0,87.0,0.9811965811965812,0.9519997134994356,0.0,0,3,pacs_mondrian_q0.75
0.8940170940170941,0.9679840243916886,0.8888888888888888,54.37435897435898,63.0,76.0,0.9794871794871794,0.950261722421416,0.0,0,3,pacs_mondrian_q0.85
0.905982905982906,0.9664480377364432,0.9135403726708075,51.07179487179487,46.0,95.0,0.9794871794871794,0.951531147480999,0.0,1,0,global
0.652991452991453,0.8751920235714552,0.6356265356265356,11.798290598290599,11.0,20.0,0.9213675213675213,0.8112355253560036,0.0,1,0,top1_cp
0.7435897435897436,0.9095376819485149,0.7057142857142858,16.716239316239317,15.0,29.600000000000023,0.9435897435897436,0.8641356706559777,0.0,1,0,mccp10
0.9162393162393162,0.9683277137039595,0.9285714285714286,54.748717948717946,62.0,85.0,0.9811965811965812,0.9548769310756515,0.0,1,0,pacs_mondrian_q0.65
0.9162393162393162,0.9688550430560451,0.9340909090909092,57.858119658119655,65.0,92.0,0.9811965811965812,0.957906777046674,0.0,1,0,pacs_mondrian_q0.75
0.9111111111111111,0.9673499719117081,0.9252747252747253,53.95042735042735,53.0,93.60000000000002,0.9811965811965812,0.9551708366272675,0.0,1,0,pacs_mondrian_q0.85
0.9179487179487179,0.9761382277372256,0.9142857142857143,48.89230769230769,42.0,95.0,0.9897435897435898,0.9569305908075763,0.0,1,1,global
0.5418803418803418,0.8331570923391153,0.5,8.311111111111112,7.0,14.0,0.8871794871794871,0.7409273061791309,0.0,1,1,top1_cp
0.7111111111111111,0.9054365961875378,0.7142857142857142,15.49059829059829,14.0,28.0,0.9384615384615385,0.8549465799156861,0.0,1,1,mccp10
0.9367521367521368,0.9812410921472238,0.9375,59.32649572649573,77.0,83.60000000000002,0.9948717948717949,0.9611568196934016,0.0,1,1,pacs_mondrian_q0.65
0.9094017094017094,0.9750484958894026,0.9090909090909091,51.14358974358974,58.0,85.0,0.9914529914529915,0.9514707571215761,0.0,1,1,pacs_mondrian_q0.75
