method,success,mean_size,p90_size,mean_mass,minority
global,0.908974358974359,56.11153846153846,105.30000000000001,0.9722524144250712,0.9542996475493303
pacs_cv,0.9106837606837607,55.52521367521368,69.9,0.9729707460978129,0.9578773684035399
