success,mean_size,p90_size,mean_mass,method,rep,ntrain,ncal,ntest
0.7991452991452992,10.722222222222221,13.0,0.8791005291005292,top1_cp,0,321,248,234
0.8333333333333334,11.901709401709402,14.0,0.9032030932030932,mccp10,0,321,248,234
0.8974358974358975,13.739316239316238,16.0,0.9442918192918194,global_panel,0,321,248,234
0.9273504273504274,13.017094017094017,15.0,0.9487535612535613,pacs_mondrian_q0.65,0,321,248,234
0.9145299145299145,13.226495726495726,15.0,0.9460327635327636,pacs_mondrian_q0.75,0,321,248,234
0.9273504273504274,13.098290598290598,15.0,0.9492948717948717,pacs_mondrian_q0.85,0,321,248,234
0.7324561403508771,10.464912280701755,13.0,0.8608876357560568,top1_cp,1,333,242,228
0.8245614035087719,12.741228070175438,16.0,0.910795739348371,mccp10,1,333,242,228
0.9166666666666666,14.12719298245614,16.0,0.9610818713450292,global_panel,1,333,242,228
0.9166666666666666,13.785087719298245,14.0,0.9436821219715957,pacs_mondrian_q0.65,1,333,242,228
0.9166666666666666,13.530701754385966,14.0,0.9409774436090226,pacs_mondrian_q0.75,1,333,242,228
0.9473684210526315,14.364035087719298,16.0,0.9632435254803675,pacs_mondrian_q0.85,1,333,242,228
0.8057851239669421,10.78099173553719,13.0,0.882534435261708,top1_cp,2,322,239,242
0.8347107438016529,11.991735537190083,14.0,0.8953168044077136,mccp10,2,322,239,242
0.8966942148760331,13.694214876033058,16.0,0.9301652892561985,global_panel,2,322,239,242
0.9793388429752066,14.318181818181818,16.0,0.9782369146005511,pacs_mondrian_q0.65,2,322,239,242
0.9752066115702479,14.037190082644628,15.0,0.9717355371900828,pacs_mondrian_q0.75,2,322,239,242
0.9793388429752066,14.264462809917354,16.0,0.9758471074380165,pacs_mondrian_q0.85,2,322,239,242
0.7142857142857143,9.29795918367347,11.599999999999994,0.8438124392614188,top1_cp,3,303,255,245
0.8408163265306122,12.138775510204082,14.0,0.8999096209912537,mccp10,3,303,255,245
0.9020408163265307,13.70204081632653,16.0,0.9409582118561711,global_panel,3,303,255,245
0.9061224489795918,13.351020408163265,15.0,0.9442167152575317,pacs_mondrian_q0.65,3,303,255,245
0.9020408163265307,13.506122448979593,15.0,0.9470942662779398,pacs_mondrian_q0.75,3,303,255,245
0.9183673469387755,13.50204081632653,15.0,0.9508697764820214,pacs_mondrian_q0.85,3,303,255,245
0.6983471074380165,8.851239669421487,11.0,0.8192197953561591,top1_cp,4,332,229,242
0.8347107438016529,12.037190082644628,14.0,0.8916155057064149,mccp10,4,332,229,242
0.9008264462809917,13.59504132231405,16.0,0.9405568673750492,global_panel,4,332,229,242
0.9256198347107438,13.330578512396695,14.0,0.946888036206218,pacs_mondrian_q0.65,4,332,229,242
0.9132231404958677,13.03305785123967,14.0,0.9391961826052735,pacs_mondrian_q0.75,4,332,229,242
0.9545454545454546,13.71900826446281,15.0,0.9604624163715073,pacs_mondrian_q0.85,4,332,229,242
0.8341232227488151,12.127962085308058,16.0,0.9014691943127964,top1_cp,5,330,262,211
