case_mass_success,mean_mass,p10_mass,mean_size,median_size,p90_size,top1_coverage,minority_fraction,empty,model,method
0.9230769230769231,0.9794936693284974,0.9230769230769231,59.78290598290598,54.0,115.20000000000005,0.9914529914529915,0.9615993994486887,0.0,0,global
0.9230769230769231,0.9782198592319374,0.9230769230769231,59.38290598290598,58.0,66.0,0.9880341880341881,0.964382358073519,0.0,0,topk_q0.50
0.9213675213675213,0.9778297515723261,0.9212307692307694,58.37264957264957,57.0,68.0,0.9880341880341881,0.9641381578293189,0.0,0,topk_q0.65
0.9111111111111111,0.9758620944248532,0.9107850070721358,52.44957264957265,51.0,63.0,0.9880341880341881,0.9603545827277186,0.0,0,topk_q0.75
0.9179487179487179,0.9768932665443358,0.9177419354838711,54.21367521367522,54.0,70.0,0.9880341880341881,0.9622419596377199,0.0,0,topk_q0.85
0.9213675213675213,0.9786276979962809,0.9218623481781377,58.18632478632479,58.0,81.0,0.9897435897435898,0.9638654702267477,0.0,0,topk_q0.90
0.9247863247863248,0.9798333815494253,0.9230769230769231,56.53504273504274,56.0,86.0,0.9914529914529915,0.9619037873353562,0.0,0,topk_q0.95
