success,mean_size,p90_size,mean_mass,method,rep,ntrain,ncal,ntest
0.7972972972972973,12.076576576576576,14.0,0.9168178893178894,mccp10,5,334,254,222
0.9414414414414415,14.545045045045045,16.0,0.9759051909051909,global_panel,5,334,254,222
0.990990990990991,15.306306306306306,16.0,0.9958708708708708,pacs_mondrian_q0.90,5,334,254,222
0.6498194945848376,11.104693140794224,14.0,0.8772838232766029,top1_cp,6,302,231,277
0.6606498194945848,11.288808664259928,14.0,0.8793536187037991,mccp10,6,302,231,277
0.9025270758122743,14.617328519855596,16.0,0.9644524669073407,global_panel,6,302,231,277
0.9530685920577617,15.0,16.0,0.9792160907684373,pacs_mondrian_q0.90,6,302,231,277
0.7411764705882353,12.16470588235294,15.0,0.8998029878618115,top1_cp,7,306,249,255
0.7764705882352941,12.72549019607843,16.0,0.9139747899159664,mccp10,7,306,249,255
0.8941176470588236,14.47843137254902,16.0,0.9588991596638656,global_panel,7,306,249,255
0.9215686274509803,14.713725490196078,16.0,0.971157796451914,pacs_mondrian_q0.90,7,306,249,255
0.5933609958506224,9.439834024896266,12.0,0.8643914246196405,top1_cp,8,323,246,241
0.7095435684647303,11.58091286307054,14.0,0.9099673977474807,mccp10,8,323,246,241
0.9087136929460581,14.369294605809129,16.0,0.9693084370677733,global_panel,8,323,246,241
0.983402489626556,15.161825726141078,16.0,0.9945979055522624,pacs_mondrian_q0.90,8,323,246,241
0.6711111111111111,10.24,13.0,0.8915767195767196,top1_cp,9,336,249,225
0.8311111111111111,12.937777777777777,16.0,0.9457746031746032,mccp10,9,336,249,225
0.9466666666666667,14.724444444444444,16.0,0.9834645502645502,global_panel,9,336,249,225
0.9555555555555556,15.075555555555555,16.0,0.9871407407407408,pacs_mondrian_q0.90,9,336,249,225
0.5317460317460317,9.277777777777779,12.0,0.8224300831443688,top1_cp,10,328,230,252
0.6388888888888888,11.261904761904763,14.0,0.8736819727891156,mccp10,10,328,230,252
0.8928571428571429,14.928571428571429,16.0,0.9608257747543463,global_panel,10,328,230,252
0.9761904761904762,14.765873015873016,16.0,0.9882993197278912,pacs_mondrian_q0.90,10,328,230,252
0.6259541984732825,9.927480916030534,12.900000000000006,0.8693202471828426,top1_cp,11,301,247,262
0.7251908396946565,11.958015267175572,14.0,0.907314612868048,mccp10,11,301,247,262
0.9274809160305344,14.580152671755725,16.0,0.9756015994183934,global_panel,11,301,247,262
0.9541984732824428,14.931297709923664,16.0,0.9809387495456199,pacs_mondrian_q0.90,11,301,247,262
0.5436507936507936,9.047619047619047,12.0,0.8327891156462586,top1_cp,12,315,243,252
0.6706349206349206,11.436507936507937,14.0,0.8817724867724867,mccp10,12,315,243,252
0.9047619047619048,14.404761904761905,16.0,0.9603656462585034,global_panel,12,315,243,252
0.9801587301587301,15.119047619047619,16.0,0.9915381708238852,pacs_mondrian_q0.90,12,315,243,252
0.680161943319838,10.68825910931174,13.0,0.8806130711393868,top1_cp,13,302,261,247
0.7489878542510121,12.331983805668017,16.0,0.9084094852515906,mccp10,13,302,261,247
0.9271255060728745,14.96761133603239,16.0,0.9742780026990553,global_panel,13,302,261,247
0.9190283400809717,14.761133603238866,16.0,0.9710449199922885,pacs_mondrian_q0.90,13,302,261,247
0.6932773109243697,9.995798319327731,12.0,0.8813855542216887,top1_cp,14,321,251,238
0.7521008403361344,11.878151260504202,14.0,0.9028331332533014,mccp10,14,321,251,238
0.9159663865546218,14.525210084033613,16.0,0.9696258503401362,global_panel,14,321,251,238
0.9663865546218487,15.084033613445378,16.0,0.988561424569828,pacs_mondrian_q0.90,14,321,251,238
0.6872427983539094,12.238683127572017,14.0,0.8840672153635116,top1_cp,15,310,257,243
0.7325102880658436,12.781893004115226,16.0,0.8979031941994906,mccp10,15,310,257,243
0.9094650205761317,14.74485596707819,16.0,0.9570096021947874,global_panel,15,310,257,243
0.9835390946502057,15.34156378600823,16.0,0.9952880658436214,pacs_mondrian_q0.90,15,310,257,243
0.5807860262008734,9.541484716157205,12.0,0.8505271366188397,top1_cp,16,343,238,229
0.777292576419214,12.703056768558952,16.0,0.9225036390101892,mccp10,16,343,238,229
0.9344978165938864,15.091703056768559,16.0,0.9769432314410481,global_panel,16,343,238,229
0.9606986899563319,14.925764192139738,16.0,0.9848471615720524,pacs_mondrian_q0.90,16,343,238,229
0.5848214285714286,9.53125,12.0,0.8513233418367346,top1_cp,17,330,256,224
0.7232142857142857,11.941964285714286,14.0,0.898720238095238,mccp10,17,330,256,224
0.8973214285714286,14.1875,16.0,0.9596875,global_panel,17,330,256,224
0.9776785714285714,15.321428571428571,16.0,0.9903124999999999,pacs_mondrian_q0.90,17,330,256,224
0.7563025210084033,12.785714285714286,16.0,0.9132513005202081,top1_cp,18,308,264,238
0.7521008403361344,12.634453781512605,16.0,0.9119907963185274,mccp10,18,308,264,238
0.9159663865546218,14.806722689075631,16.0,0.9662785114045618,global_panel,18,308,264,238
0.9831932773109243,15.222689075630251,16.0,0.993407362945178,pacs_mondrian_q0.90,18,308,264,238
0.6209677419354839,10.241935483870968,13.0,0.8570583717357911,top1_cp,19,322,240,248
0.7217741935483871,11.85483870967742,14.0,0.8922628648233487,mccp10,19,322,240,248
0.8830645161290323,14.338709677419354,16.0,0.9468951612903225,global_panel,19,322,240,248
0.9556451612903226,14.84274193548387,16.0,0.9837816820276498,pacs_mondrian_q0.90,19,322,240,248
0.5956521739130435,10.434782608695652,13.0,0.8620455486542443,top1_cp,20,338,242,230
0.6956521739130435,11.934782608695652,14.0,0.8992836438923395,mccp10,20,338,242,230
0.9130434782608695,14.395652173913044,16.0,0.9693250517598343,global_panel,20,338,242,230
0.9739130434782609,14.978260869565217,16.0,0.9903685300207039,pacs_mondrian_q0.90,20,338,242,230
0.7198275862068966,11.030172413793103,14.0,0.8995925697865353,top1_cp,21,340,238,232
0.8103448275862069,12.491379310344827,16.0,0.9231434729064041,mccp10,21,340,238,232
0.9310344827586207,14.72844827586207,16.0,0.9788054187192119,global_panel,21,340,238,232
0.9439655172413793,14.96551724137931,16.0,0.9813628899835796,pacs_mondrian_q0.90,21,340,238,232
0.5,8.722689075630251,11.0,0.8105082032813126,top1_cp,22,328,244,238
0.6260504201680672,11.197478991596638,14.0,0.8680882352941177,mccp10,22,328,244,238
0.9285714285714286,14.894957983193278,16.0,0.9712284913965586,global_panel,22,328,244,238
0.9285714285714286,14.928571428571429,16.0,0.9750270108043217,pacs_mondrian_q0.90,22,328,244,238
0.6835443037974683,11.721518987341772,14.0,0.8885081374321881,top1_cp,23,330,243,237
0.6835443037974683,11.721518987341772,14.0,0.8885081374321881,mccp10,23,330,243,237
0.890295358649789,14.084388185654008,16.0,0.9590677114727747,global_panel,23,330,243,237
0.9578059071729957,14.860759493670885,16.0,0.9859543901948965,pacs_mondrian_q0.90,23,330,243,237
0.7470355731225297,12.403162055335969,16.0,0.9117786561264822,top1_cp,24,323,234,253
0.8063241106719368,12.885375494071146,16.0,0.9284396762657632,mccp10,24,323,234,253
0.9446640316205533,14.711462450592885,16.0,0.976265763222285,global_panel,24,323,234,253
0.9683794466403162,15.15810276679842,16.0,0.9882702804441935,pacs_mondrian_q0.90,24,323,234,253
0.5286885245901639,8.131147540983607,11.0,0.823735362997658,top1_cp,25,322,244,244
0.6557377049180327,10.76639344262295,13.0,0.8872140905542546,mccp10,25,322,244,244
0.9057377049180327,14.532786885245901,16.0,0.9677868852459016,global_panel,25,322,244,244
0.9467213114754098,14.364754098360656,15.0,0.9804156908665106,pacs_mondrian_q0.90,25,322,244,244
0.723404255319149,12.336170212765957,16.0,0.9065906788247213,top1_cp,26,318,257,235
0.723404255319149,12.442553191489361,16.0,0.9073991894630193,mccp10,26,318,257,235
0.8936170212765957,14.697872340425532,16.0,0.9670131712259371,global_panel,26,318,257,235
0.9702127659574468,15.310638297872341,16.0,0.9890699088145897,pacs_mondrian_q0.90,26,318,257,235
0.7233201581027668,12.505928853754941,16.0,0.8991003199698852,top1_cp,27,322,235,253
0.758893280632411,12.881422924901186,16.0,0.9157811029550159,mccp10,27,322,235,253
0.9288537549407114,15.209486166007904,16.0,0.9702013928100884,global_panel,27,322,235,253
0.9683794466403162,15.213438735177865,16.0,0.986369282891022,pacs_mondrian_q0.90,27,322,235,253
0.5288888888888889,8.924444444444445,11.0,0.8210137566137566,top1_cp,28,335,250,225
0.6311111111111111,11.084444444444445,13.0,0.8730402116402116,mccp10,28,335,250,225
0.88,14.044444444444444,16.0,0.9584994708994709,global_panel,28,335,250,225
0.96,15.062222222222223,16.0,0.9847925925925926,pacs_mondrian_q0.90,28,335,250,225
0.751004016064257,12.518072289156626,16.0,0.9145553643144004,top1_cp,29,322,239,249
0.7791164658634538,12.847389558232932,16.0,0.924689233122968,mccp10,29,322,239,249
0.8875502008032129,14.393574297188755,16.0,0.9589175750621534,global_panel,29,322,239,249
0.9759036144578314,15.132530120481928,16.0,0.9907869573532225,pacs_mondrian_q0.90,29,322,239,249
