success,mean_size,p90_size,mean_mass,method,rep,ntrain,ncal,ntest
0.9651162790697675,15.046511627906977,16.0,0.9880906238464379,pacs_mondrian_q0.85,6,314,231,258
0.7251908396946565,11.48473282442748,14.0,0.8974990912395493,top1_cp,7,310,231,262
0.7633587786259542,12.713740458015268,16.0,0.9145737913486005,mccp10,7,310,231,262
0.9198473282442748,14.717557251908397,16.0,0.9708515085423483,global_panel,7,310,231,262
0.9618320610687023,15.507633587786259,16.0,0.988027989821883,pacs_mondrian_q0.65,7,310,231,262
0.9732824427480916,15.606870229007633,16.0,0.9935241730279899,pacs_mondrian_q0.75,7,310,231,262
0.9656488549618321,15.580152671755725,16.0,0.9875445292620866,pacs_mondrian_q0.85,7,310,231,262
0.5296296296296297,9.022222222222222,11.099999999999994,0.841194003527337,top1_cp,8,298,235,270
0.6962962962962963,11.466666666666667,14.0,0.9062813051146384,mccp10,8,298,235,270
0.8925925925925926,14.24074074074074,16.0,0.9652213403880071,global_panel,8,298,235,270
0.9555555555555556,14.959259259259259,16.0,0.9849303350970017,pacs_mondrian_q0.65,8,298,235,270
0.9555555555555556,14.851851851851851,16.0,0.98407848324515,pacs_mondrian_q0.75,8,298,235,270
0.9629629629629629,14.892592592592592,16.0,0.9860167548500882,pacs_mondrian_q0.85,8,298,235,270
0.75,12.06140350877193,14.0,0.9084408939014202,top1_cp,9,325,250,228
0.7587719298245614,12.543859649122806,16.0,0.9132090643274855,mccp10,9,325,250,228
0.9298245614035088,15.18859649122807,16.0,0.9763512949039264,global_panel,9,325,250,228
0.9824561403508771,15.236842105263158,16.0,0.9897514619883042,pacs_mondrian_q0.65,9,325,250,228
0.9780701754385965,15.293859649122806,16.0,0.9883333333333334,pacs_mondrian_q0.75,9,325,250,228
0.9912280701754386,15.223684210526315,16.0,0.9909210526315789,pacs_mondrian_q0.85,9,325,250,228
