method,success,success_sd,mean_size,mean_size_sd,p90_size,mean_mass,runs
global_panel,0.9104263793248926,0.027632313936021516,12.538772845205674,0.9959332209480344,15.2,0.9160599660664845,30
mccp10,0.8997774722053579,0.02169686881587806,12.073262984801639,0.6202415660437718,14.8,0.9044020807282415,30
pacs_mondrian_q0.90,0.9322532950091927,0.026736794377587563,12.568791525887821,0.7408929023621886,13.456666666666669,0.925025363663998,30
top1_cp,0.858255765837109,0.04330091233046446,10.66425213094904,1.4083526215855324,13.366666666666667,0.8731347429257516,30
