method,success,mean_size,p90_size,mean_mass,minority
global,0.908974358974359,56.11153846153846,105.30000000000001,0.9722524144250712,0.9542996475493303
norm_topk_v3,0.9042735042735043,62.87948717948718,115.80000000000001,0.9714043294437904,0.9530448329433729
topk_v2,0.9025641025641026,55.6008547008547,84.65,0.97071108482023,0.9537204976004534
