method,success,success_sd,mean_size,full_set,oracle_size,excess_size,clear_full,amb_full,mean_mass,runs
global_panel,0.8834746028116648,0.04059995397608821,1.623144595371109,0.623144595371109,1.4076381975310126,0.2155063978400962,0.5369083781382722,0.7311512907363028,0.9515345554886347,6
mccp10,0.7393524613018512,0.060816636645008734,1.3066796330552588,0.30667963305525886,1.4076381975310126,-0.10095856447575395,0.23042972437016151,0.38665917259390264,0.8849774902143527,6
pacs_cv,1.0,0.0,2.0,1.0,1.4076381975310126,0.5923618024689873,1.0,1.0,1.0,6
top1_cp,0.7052185724307908,0.08058682211072628,1.2378544955636828,0.2540852647944521,1.4076381975310126,-0.16978370196732995,0.1848942637164155,0.32166288620055744,0.8609218115399005,6
