case_mass_success,mean_mass,p10_mass,mean_size,median_size,p90_size,top1_coverage,minority_fraction,empty,rep,model,method
0.9094017094017094,0.9403486447696441,0.8,25.01025641025641,22.0,44.0,0.9606837606837607,0.915851000808835,0.0,0,0,global_panel
0.9094017094017094,0.9384570121307587,0.8107142857142857,27.84786324786325,29.0,45.0,0.9606837606837607,0.9148384804685331,0.0,0,0,pacs_global_residual
0.905982905982906,0.9427482198662495,0.8,22.505982905982908,21.0,41.60000000000002,0.9709401709401709,0.8990853187148635,0.0,0,1,global_panel
0.9025641025641026,0.9453274395777246,0.8,25.307692307692307,27.0,40.60000000000002,0.9692307692307692,0.9070786175292719,0.0,0,1,pacs_global_residual
0.9008547008547009,0.9359765542962094,0.8,29.488888888888887,28.0,52.0,0.9623931623931624,0.8956210432728379,0.0,0,2,global_panel
0.9264957264957265,0.9484770300730824,0.8491557223264542,33.9059829059829,30.0,49.60000000000002,0.9658119658119658,0.9193329910495582,0.0,0,2,pacs_global_residual
0.8923076923076924,0.9345785321423661,0.7825783972125435,24.94871794871795,23.0,44.60000000000002,0.958974358974359,0.9016402793429504,0.0,0,3,global_panel
0.8974358974358975,0.9395522280015964,0.791866028708134,28.464957264957263,30.0,45.0,0.9572649572649573,0.914316304456876,0.0,0,3,pacs_global_residual
0.9196581196581196,0.9507789547221348,0.8251521298174442,28.56752136752137,25.0,52.60000000000002,0.9777777777777777,0.9074728409387188,0.0,1,0,global_panel
0.9196581196581196,0.9486960454746767,0.8333333333333334,27.376068376068375,29.0,40.0,0.976068376068376,0.9114308314794757,0.0,1,0,pacs_global_residual
0.8888888888888888,0.9298693523742249,0.7815456949750221,21.584615384615386,20.0,38.0,0.9606837606837607,0.8844861653156402,0.0,1,1,global_panel
0.8905982905982905,0.9278138866934261,0.7841652323580035,25.72991452991453,21.0,48.0,0.958974358974359,0.8810572077292185,0.0,1,1,pacs_global_residual
0.8837606837606837,0.9292303867207525,0.7777777777777777,28.700854700854702,27.0,51.0,0.9555555555555556,0.8937590773358651,0.0,1,2,global_panel
0.8974358974358975,0.9333761555225177,0.7896103896103897,30.976068376068376,29.0,44.60000000000002,0.9504273504273504,0.9066896078562442,0.0,1,2,pacs_global_residual
0.9025641025641026,0.94053666209005,0.8,31.965811965811966,29.0,57.0,0.9641025641025641,0.915046739234923,0.0,1,3,global_panel
0.8957264957264958,0.9363209424187905,0.7897335932423653,29.765811965811967,32.0,43.0,0.9623931623931624,0.9113413424707254,0.0,1,3,pacs_global_residual
0.9076923076923077,0.9449430396313657,0.8181818181818181,24.105982905982906,22.0,43.0,0.9641025641025641,0.9101384651918777,0.0,2,0,global_panel
0.9196581196581196,0.9476368977273477,0.8333333333333334,27.427350427350426,26.0,47.0,0.9709401709401709,0.908632272158922,0.0,2,0,pacs_global_residual
0.9025641025641026,0.9391381511376183,0.8,23.304273504273503,21.0,40.60000000000002,0.9658119658119658,0.900233640501158,0.0,2,1,global_panel
0.9230769230769231,0.949463182415508,0.8339449541284404,28.22905982905983,25.0,50.0,0.9709401709401709,0.917087293020715,0.0,2,1,pacs_global_residual
0.9213675213675213,0.9410348875847353,0.8285714285714285,30.834188034188035,28.0,54.60000000000002,0.9641025641025641,0.9088481952594549,0.0,2,2,global_panel
0.9247863247863248,0.9442114797293755,0.8333333333333335,32.84957264957265,32.0,52.0,0.9641025641025641,0.9166122938096471,0.0,2,2,pacs_global_residual
0.9025641025641026,0.9395563303462684,0.8,31.335042735042734,29.0,57.0,0.958974358974359,0.9075302471266179,0.0,2,3,global_panel
0.8974358974358975,0.9356361025854627,0.780952380952381,31.31282051282051,31.0,50.0,0.9538461538461539,0.9068727931529063,0.0,2,3,pacs_global_residual
0.9145299145299145,0.9414117185059463,0.8125,26.032478632478632,23.0,48.0,0.9692307692307692,0.9045472990385729,0.0,3,0,global_panel
0.9162393162393162,0.9469766178628739,0.8194805194805196,29.17094017094017,28.0,42.0,0.9726495726495726,0.9175868341500879,0.0,3,0,pacs_global_residual
0.9025641025641026,0.9398883324754436,0.8,23.521367521367523,22.0,41.0,0.9675213675213675,0.9009063919310499,0.0,3,1,global_panel
0.9196581196581196,0.9461609759255587,0.8208059981255859,28.011965811965812,26.0,49.0,0.9709401709401709,0.9123440361272853,0.0,3,1,pacs_global_residual
0.8854700854700854,0.9296474247196665,0.7692307692307694,29.48034188034188,27.0,54.0,0.958974358974359,0.8933663287290476,0.0,3,2,global_panel
0.8888888888888888,0.9273208021449494,0.773968253968254,29.135042735042735,30.0,44.0,0.9504273504273504,0.8961550491123239,0.0,3,2,pacs_global_residual
0.8991452991452992,0.9361443323575457,0.7940740740740742,25.952136752136752,24.0,47.0,0.9743589743589743,0.8861014392102349,0.0,3,3,global_panel
0.905982905982906,0.9402665790909062,0.8,30.494017094017092,31.0,48.60000000000002,0.9709401709401709,0.8968740548650531,0.0,3,3,pacs_global_residual
0.9162393162393162,0.9494665560005918,0.8333333333333334,26.897435897435898,24.0,49.60000000000002,0.9623931623931624,0.9211890023058332,0.0,4,0,global_panel
0.9179487179487179,0.9437400006277017,0.8181818181818181,25.50769230769231,26.0,41.0,0.958974358974359,0.9149920058077332,0.0,4,0,pacs_global_residual
0.882051282051282,0.9262057427899999,0.7630252100840336,23.500854700854703,21.0,43.0,0.9538461538461539,0.8992145074576798,0.0,4,1,global_panel
0.8957264957264958,0.9331156913442606,0.7825783972125436,25.77948717948718,27.0,42.0,0.9606837606837607,0.9083728901220339,0.0,4,1,pacs_global_residual
0.9128205128205128,0.9432023652791017,0.8220010476689367,32.92307692307692,30.0,59.0,0.9623931623931624,0.9214317632654868,0.0,4,2,global_panel
0.9128205128205128,0.9423507035295661,0.8304761904761905,33.12820512820513,31.0,54.0,0.9606837606837607,0.9237367910364163,0.0,4,2,pacs_global_residual
