method,success,mean_size,p90_size,mean_mass,minority
global,0.9047008547008547,27.392735042735044,49.5,0.9392014155671374,0.9023231197171395
pacs_qthr,0.9055555555555556,30.883333333333333,59.900000000000006,0.9384828983583786,0.8924565838638244
pacs_topk,0.905982905982906,29.00854700854701,47.55000000000001,0.9397997239135429,0.902183377219893
