case_mass_success,mean_mass,p10_mass,mean_size,median_size,p90_size,top1_coverage,minority_fraction,empty,q_mass,model,method
0.9230769230769231,0.9794936693284974,0.9230769230769231,59.78290598290598,54.0,115.20000000000005,0.9914529914529915,0.9615993994486887,0.0,0.9,0,global
0.9333333333333333,0.9809050895715269,0.9424836601307189,71.08547008547009,62.0,129.20000000000005,0.9931623931623932,0.9596779972865285,0.0,0.9,0,pacs_qthr
0.9213675213675213,0.9786276979962809,0.9218623481781377,58.18632478632479,58.0,81.0,0.9897435897435898,0.9638654702267477,0.0,0.9,0,pacs_topk
0.8717948717948718,0.9597884791577902,0.875,40.2991452991453,36.0,77.0,0.9829059829059829,0.9327191594692393,0.0,0.9,1,global
0.8581196581196581,0.9556250857792522,0.8641277641277643,40.88547008547008,38.0,73.0,0.9811965811965812,0.924446913126299,0.0,0.9,1,pacs_qthr
0.864957264957265,0.9599256891517859,0.8597402597402599,48.88547008547008,47.0,86.60000000000002,0.9829059829059829,0.9285614608608704,0.0,0.9,1,pacs_topk
0.9316239316239316,0.9777806158987116,0.9516129032258065,68.46153846153847,64.0,128.0,0.9880341880341881,0.9668836436839287,0.0,0.9,2,global
0.9316239316239316,0.9789841031460866,0.9692165898617512,69.42735042735043,60.0,138.60000000000002,0.9897435897435898,0.9696582586784827,0.0,0.9,2,pacs_qthr
0.9213675213675213,0.9741053029108135,0.9389705882352941,62.14358974358974,59.0,94.0,0.9863247863247864,0.9644675806899162,0.0,0.9,2,pacs_topk
0.9094017094017094,0.9719468933152854,0.9220779220779222,55.9025641025641,51.0,101.0,0.9811965811965812,0.9559963875954645,0.0,0.9,3,global
0.9094017094017094,0.9723238650173216,0.9214627477785373,57.36239316239316,53.0,99.0,0.9846153846153847,0.9552060684645977,0.0,0.9,3,pacs_qthr
0.9025641025641026,0.9701856492220401,0.9036363636363637,53.18803418803419,55.0,77.0,0.9794871794871794,0.9579874786242792,0.0,0.9,3,pacs_topk
