method,success,success_sd,mean_size,mean_size_sd,p90_size,mean_mass,runs
global_panel,0.9047720797720799,0.021364854049436742,53.54245014245014,7.350162835277692,98.81666666666668,0.9704140100258701,48
pacs_global_residual,0.902457264957265,0.017106401224153762,52.33917378917379,4.650976059732316,80.275,0.9697098630853122,48
pacs_stratified,0.903988603988604,0.019449731067392985,54.640847578347575,5.856362327737442,85.06666666666668,0.9698936578682948,48
