method,success,mean_size,p90_size,mean_mass,minority
global,0.908974358974359,56.11153846153846,105.30000000000001,0.9722524144250712,0.9542996475493303
pacs_qthr,0.9081196581196581,59.690170940170944,109.95000000000002,0.9719595358785469,0.952247309388977
pacs_topk,0.9025641025641026,55.6008547008547,84.65,0.97071108482023,0.9537204976004534
