method,success,success_sd,mean_size,mean_size_sd,p90_size,mean_mass,runs
global_panel,0.9054794450927208,0.026655983052076018,14.516767965221211,0.34589252095109196,16.0,0.965363483902315,10
mccp10,0.7381240977207367,0.03295932396223607,12.146456847870791,0.5242831482372701,14.73,0.9047295135941992,10
pacs_mondrian_q0.65,0.9591973494106879,0.017105349533045953,15.016624107675572,0.22909787674893445,16.0,0.9859733159523536,10
pacs_mondrian_q0.75,0.9538492073598519,0.020293198240495844,14.995828339659017,0.392766050552253,15.73,0.9841655234153874,10
pacs_mondrian_q0.85,0.9609466290700835,0.016397234091783994,15.016934286285581,0.2754121081535124,16.0,0.9858151512391201,10
top1_cp,0.6499496010723878,0.09158730073267056,10.538341317414629,1.1796806189942974,12.969999999999999,0.871705668881332,10
