method,success,mean_size,p90_size,mean_mass,minority
global,0.902991452991453,16.685470085470087,29.900000000000006,0.9045729682702506,0.8500600132181688
pacs_qthr,0.9085470085470085,21.892307692307693,43.0,0.9078027267513404,0.837560155723738
pacs_topk,0.9179487179487179,20.464957264957263,35.25,0.9158459305037453,0.8614960608256672
